run,best,mean
1,-2.299470519007485e-05,-1.887117901206104
2,-0.00017672348351171826,-2.0013134079542794
3,-4.0194635762437096e-05,-1.5225358460317204
4,-5.408988779043146e-05,-2.7967453491129834
5,-6.585367365578972e-05,-1.2050942553206103
6,-0.00023921749919392677,-1.5978390700027565
7,-7.273864314766923e-05,-2.2720941649621316
8,-5.332923570481756e-05,-1.9157548719193638
9,-1.4339522055654472e-05,-2.4723623618060673
10,-0.0001757345213593144,-2.4086889729262864
11,-9.295657721812906e-05,-2.375086230486122
12,-3.3236614678567856e-05,-1.4559044198914568
13,-2.6262571835630697e-05,-3.0815194597157785
14,-0.00014003384596592732,-1.6980793243947359
15,-1.805599795530374e-05,-2.2142709699325995
16,-5.390988141985647e-06,-1.3303554025679591
17,-3.397552294827772e-05,-1.2410618708905927
18,-3.12054752453998e-05,-1.786542662415606
19,-0.00015754486569364746,-1.0643310813037563
20,-4.721083109056843e-05,-1.6134402777797459
